Catalogue Link,Material,Module,Teeth Count,Pitch Diameter (mm),Bore Diameter (mm),Tooth Finish,Heat Treatment
SSA1.5-50J15,S45C,1.5,50,75,15 with keyway,Standard,None
SSA1.5-50J16,S45C,1.5,50,75,16 with keyway,Standard,None
SSA1.5-50J17,S45C,1.5,50,75,17 with keyway,Standard,None
SSA1.5-50J18,S45C,1.5,50,75,18 with keyway,Standard,None
SSA1.5-50J19,S45C,1.5,50,75,19 with keyway,Standard,None
SSA1.5-50J20,S45C,1.5,50,75,20 with keyway,Standard,None
SSA1.5-50J22,S45C,1.5,50,75,22 with keyway,Standard,None
SSA1.5-50J25,S45C,1.5,50,75,25 with keyway,Standard,None
SSA1.5-50J28,S45C,1.5,50,75,28 with keyway,Standard,None
SSA1.5-50J30,S45C,1.5,50,75,30 with keyway,Standard,None
SSA1.5-50J32,S45C,1.5,50,75,32 with keyway,Standard,None
SSA1.5-50J35,S45C,1.5,50,75,35 with keyway,Standard,None
SSA1.5-55J15,S45C,1.5,55,82.5,15 with keyway,Standard,None
SSA1.5-55J16,S45C,1.5,55,82.5,16 with keyway,Standard,None
SSA1.5-55J17,S45C,1.5,55,82.5,17 with keyway,Standard,None
SSA1.5-55J18,S45C,1.5,55,82.5,18 with keyway,Standard,None
SSA1.5-55J19,S45C,1.5,55,82.5,19 with keyway,Standard,None
SSA1.5-55J20,S45C,1.5,55,82.5,20 with keyway,Standard,None
SSA1.5-55J22,S45C,1.5,55,82.5,22 with keyway,Standard,None
SSA1.5-55J25,S45C,1.5,55,82.5,25 with keyway,Standard,None
SSA1.5-55J28,S45C,1.5,55,82.5,28 with keyway,Standard,None
SSA1.5-55J30,S45C,1.5,55,82.5,30 with keyway,Standard,None
SSA1.5-55J32,S45C,1.5,55,82.5,32 with keyway,Standard,None
SSA1.5-55J35,S45C,1.5,55,82.5,35 with keyway,Standard,None
SSA1.5-56J15,S45C,1.5,56,84,15 with keyway,Standard,None
SSA1.5-56J16,S45C,1.5,56,84,16 with keyway,Standard,None
SSA1.5-56J17,S45C,1.5,56,84,17 with keyway,Standard,None
SSA1.5-56J18,S45C,1.5,56,84,18 with keyway,Standard,None
SSA1.5-56J19,S45C,1.5,56,84,19 with keyway,Standard,None
SSA1.5-56J20,S45C,1.5,56,84,20 with keyway,Standard,None
SSA1.5-56J22,S45C,1.5,56,84,22 with keyway,Standard,None
SSA1.5-56J25,S45C,1.5,56,84,25 with keyway,Standard,None
SSA1.5-56J28,S45C,1.5,56,84,28 with keyway,Standard,None
SSA1.5-56J30,S45C,1.5,56,84,30 with keyway,Standard,None
SSA1.5-56J32,S45C,1.5,56,84,32 with keyway,Standard,None
SSA1.5-56J35,S45C,1.5,56,84,35 with keyway,Standard,None
SSA1.5-56J40,S45C,1.5,56,84,40 with keyway,Standard,None
SSA1.5-60J15,S45C,1.5,60,90,15 with keyway,Standard,None
SSA1.5-60J16,S45C,1.5,60,90,16 with keyway,Standard,None
SSA1.5-60J17,S45C,1.5,60,90,17 with keyway,Standard,None
SSA1.5-60J18,S45C,1.5,60,90,18 with keyway,Standard,None
SSA1.5-60J19,S45C,1.5,60,90,19 with keyway,Standard,None
SSA1.5-60J20,S45C,1.5,60,90,20 with keyway,Standard,None
SSA1.5-60J22,S45C,1.5,60,90,22 with keyway,Standard,None
SSA1.5-60J25,S45C,1.5,60,90,25 with keyway,Standard,None
SSA1.5-60J28,S45C,1.5,60,90,28 with keyway,Standard,None
SSA1.5-60J30,S45C,1.5,60,90,30 with keyway,Standard,None
SSA1.5-60J32,S45C,1.5,60,90,32 with keyway,Standard,None
SSA1.5-60J35,S45C,1.5,60,90,35 with keyway,Standard,None
SSA1.5-60J40,S45C,1.5,60,90,40 with keyway,Standard,None
SSA1.5-70J15,S45C,1.5,70,105,15 with keyway,Standard,None
SSA1.5-70J16,S45C,1.5,70,105,16 with keyway,Standard,None
SSA1.5-70J17,S45C,1.5,70,105,17 with keyway,Standard,None
SSA1.5-70J18,S45C,1.5,70,105,18 with keyway,Standard,None
SSA1.5-70J19,S45C,1.5,70,105,19 with keyway,Standard,None
SSA1.5-70J20,S45C,1.5,70,105,20 with keyway,Standard,None
SSA1.5-70J22,S45C,1.5,70,105,22 with keyway,Standard,None
SSA1.5-70J25,S45C,1.5,70,105,25 with keyway,Standard,None
SSA1.5-70J28,S45C,1.5,70,105,28 with keyway,Standard,None
SSA1.5-70J30,S45C,1.5,70,105,30 with keyway,Standard,None
SSA1.5-70J32,S45C,1.5,70,105,32 with keyway,Standard,None
SSA1.5-70J35,S45C,1.5,70,105,35 with keyway,Standard,None
SSA1.5-70J40,S45C,1.5,70,105,40 with keyway,Standard,None
SSA1.5-70J45,S45C,1.5,70,105,45 with keyway,Standard,None
SSA1.5-70J50,S45C,1.5,70,105,50 with keyway,Standard,None
SSA1.5-80J15,S45C,1.5,80,120,15 with keyway,Standard,None
SSA1.5-80J16,S45C,1.5,80,120,16 with keyway,Standard,None
SSA1.5-80J17,S45C,1.5,80,120,17 with keyway,Standard,None
SSA1.5-80J18,S45C,1.5,80,120,18 with keyway,Standard,None
SSA1.5-80J19,S45C,1.5,80,120,19 with keyway,Standard,None
SSA1.5-80J20,S45C,1.5,80,120,20 with keyway,Standard,None
SSA1.5-80J22,S45C,1.5,80,120,22 with keyway,Standard,None
SSA1.5-80J25,S45C,1.5,80,120,25 with keyway,Standard,None
SSA1.5-80J28,S45C,1.5,80,120,28 with keyway,Standard,None
SSA1.5-80J30,S45C,1.5,80,120,30 with keyway,Standard,None
SSA1.5-80J32,S45C,1.5,80,120,32 with keyway,Standard,None
SSA1.5-80J35,S45C,1.5,80,120,35 with keyway,Standard,None
SSA1.5-80J40,S45C,1.5,80,120,40 with keyway,Standard,None
SSA1.5-80J45,S45C,1.5,80,120,45 with keyway,Standard,None
SSA1.5-80J50,S45C,1.5,80,120,50 with keyway,Standard,None
SSA2-100J18,S45C,2,100,200,18 with keyway,Standard,None
SSA2-100J19,S45C,2,100,200,19 with keyway,Standard,None
SSA2-100J20,S45C,2,100,200,20 with keyway,Standard,None
SSA2-100J22,S45C,2,100,200,22 with keyway,Standard,None
SSA2-100J25,S45C,2,100,200,25 with keyway,Standard,None
SSA2-100J28,S45C,2,100,200,28 with keyway,Standard,None
SSA2-100J30,S45C,2,100,200,30 with keyway,Standard,None
SSA2-100J32,S45C,2,100,200,32 with keyway,Standard,None
SSA2-100J35,S45C,2,100,200,35 with keyway,Standard,None
SSA2-100J40,S45C,2,100,200,40 with keyway,Standard,None
SSA2-100J45,S45C,2,100,200,45 with keyway,Standard,None
SSA2-100J50,S45C,2,100,200,50 with keyway,Standard,None
SSA2-15J10,S45C,2,15,30,10 with keyway,Standard,None
SSA2-15J12,S45C,2,15,30,12 with keyway,Standard,None
SSA2-18J10,S45C,2,18,36,10 with keyway,Standard,None
SSA2-18J12,S45C,2,18,36,12 with keyway,Standard,None
SSA2-18J14,S45C,2,18,36,14 with keyway,Standard,None
SSA2-18J15,S45C,2,18,36,15 with keyway,Standard,None
SSA2-20J12,S45C,2,20,40,12 with keyway,Standard,None
SSA2-20J14,S45C,2,20,40,14 with keyway,Standard,None
SSA2-20J15,S45C,2,20,40,15 with keyway,Standard,None
SSA2-20J16,S45C,2,20,40,16 with keyway,Standard,None
SSA2-20J17,S45C,2,20,40,17 with keyway,Standard,None
SSA2-24J12,S45C,2,24,48,12 with keyway,Standard,None
SSA2-24J14,S45C,2,24,48,14 with keyway,Standard,None
SSA2-24J15,S45C,2,24,48,15 with keyway,Standard,None
SSA2-24J16,S45C,2,24,48,16 with keyway,Standard,None
SSA2-24J17,S45C,2,24,48,17 with keyway,Standard,None
SSA2-24J18,S45C,2,24,48,18 with keyway,Standard,None
SSA2-24J19,S45C,2,24,48,19 with keyway,Standard,None
SSA2-24J20,S45C,2,24,48,20 with keyway,Standard,None
SSA2-25J12,S45C,2,25,50,12 with keyway,Standard,None
SSA2-25J14,S45C,2,25,50,14 with keyway,Standard,None
SSA2-25J15,S45C,2,25,50,15 with keyway,Standard,None
SSA2-25J16,S45C,2,25,50,16 with keyway,Standard,None
SSA2-25J17,S45C,2,25,50,17 with keyway,Standard,None
SSA2-25J18,S45C,2,25,50,18 with keyway,Standard,None
SSA2-25J19,S45C,2,25,50,19 with keyway,Standard,None
SSA2-25J20,S45C,2,25,50,20 with keyway,Standard,None
SSA2-25J22,S45C,2,25,50,22 with keyway,Standard,None
SSA2-28J15,S45C,2,28,56,15 with keyway,Standard,None
SSA2-28J16,S45C,2,28,56,16 with keyway,Standard,None
SSA2-28J17,S45C,2,28,56,17 with keyway,Standard,None
SSA2-28J18,S45C,2,28,56,18 with keyway,Standard,None
SSA2-28J19,S45C,2,28,56,19 with keyway,Standard,None
SSA2-28J20,S45C,2,28,56,20 with keyway,Standard,None
SSA2-28J22,S45C,2,28,56,22 with keyway,Standard,None
SSA2-28J25,S45C,2,28,56,25 with keyway,Standard,None
SSA2-30J15,S45C,2,30,60,15 with keyway,Standard,None
SSA2-30J16,S45C,2,30,60,16 with keyway,Standard,None
SSA2-30J17,S45C,2,30,60,17 with keyway,Standard,None
SSA2-30J18,S45C,2,30,60,18 with keyway,Standard,None
SSA2-30J19,S45C,2,30,60,19 with keyway,Standard,None
SSA2-30J20,S45C,2,30,60,20 with keyway,Standard,None
SSA2-30J22,S45C,2,30,60,22 with keyway,Standard,None
SSA2-30J25,S45C,2,30,60,25 with keyway,Standard,None
SSA2-32J15,S45C,2,32,64,15 with keyway,Standard,None
SSA2-32J16,S45C,2,32,64,16 with keyway,Standard,None
SSA2-32J17,S45C,2,32,64,17 with keyway,Standard,None
SSA2-32J18,S45C,2,32,64,18 with keyway,Standard,None
SSA2-32J19,S45C,2,32,64,19 with keyway,Standard,None
SSA2-32J20,S45C,2,32,64,20 with keyway,Standard,None
SSA2-32J22,S45C,2,32,64,22 with keyway,Standard,None
SSA2-32J25,S45C,2,32,64,25 with keyway,Standard,None
SSA2-32J28,S45C,2,32,64,28 with keyway,Standard,None
SSA2-35J15,S45C,2,35,70,15 with keyway,Standard,None
SSA2-35J16,S45C,2,35,70,16 with keyway,Standard,None
SSA2-35J17,S45C,2,35,70,17 with keyway,Standard,None
SSA2-35J18,S45C,2,35,70,18 with keyway,Standard,None
SSA2-35J19,S45C,2,35,70,19 with keyway,Standard,None
SSA2-35J20,S45C,2,35,70,20 with keyway,Standard,None
SSA2-35J22,S45C,2,35,70,22 with keyway,Standard,None
SSA2-35J25,S45C,2,35,70,25 with keyway,Standard,None
SSA2-35J28,S45C,2,35,70,28 with keyway,Standard,None
SSA2-35J30,S45C,2,35,70,30 with keyway,Standard,None
SSA2-35J32,S45C,2,35,70,32 with keyway,Standard,None
SSA2-36J15,S45C,2,36,72,15 with keyway,Standard,None
SSA2-36J16,S45C,2,36,72,16 with keyway,Standard,None
SSA2-36J17,S45C,2,36,72,17 with keyway,Standard,None
SSA2-36J18,S45C,2,36,72,18 with keyway,Standard,None
SSA2-36J19,S45C,2,36,72,19 with keyway,Standard,None
SSA2-36J20,S45C,2,36,72,20 with keyway,Standard,None
SSA2-36J22,S45C,2,36,72,22 with keyway,Standard,None
SSA2-36J25,S45C,2,36,72,25 with keyway,Standard,None
SSA2-36J28,S45C,2,36,72,28 with keyway,Standard,None
SSA2-36J30,S45C,2,36,72,30 with keyway,Standard,None
SSA2-36J32,S45C,2,36,72,32 with keyway,Standard,None
SSA2-40J18,S45C,2,40,80,18 with keyway,Standard,None
SSA2-40J19,S45C,2,40,80,19 with keyway,Standard,None
SSA2-40J20,S45C,2,40,80,20 with keyway,Standard,None
SSA2-40J22,S45C,2,40,80,22 with keyway,Standard,None
SSA2-40J25,S45C,2,40,80,25 with keyway,Standard,None
SSA2-40J28,S45C,2,40,80,28 with keyway,Standard,None
SSA2-40J30,S45C,2,40,80,30 with keyway,Standard,None
SSA2-40J32,S45C,2,40,80,32 with keyway,Standard,None
SSA2-40J35,S45C,2,40,80,35 with keyway,Standard,None
SSA2-45J18,S45C,2,45,90,18 with keyway,Standard,None
SSA2-45J19,S45C,2,45,90,19 with keyway,Standard,None
SSA2-45J20,S45C,2,45,90,20 with keyway,Standard,None
SSA2-45J22,S45C,2,45,90,22 with keyway,Standard,None
SSA2-45J25,S45C,2,45,90,25 with keyway,Standard,None
SSA2-45J28,S45C,2,45,90,28 with keyway,Standard,None
SSA2-45J30,S45C,2,45,90,30 with keyway,Standard,None
SSA2-45J32,S45C,2,45,90,32 with keyway,Standard,None
SSA2-45J35,S45C,2,45,90,35 with keyway,Standard,None
SSA2-45J40,S45C,2,45,90,40 with keyway,Standard,None
SSA2-48J18,S45C,2,48,96,18 with keyway,Standard,None
SSA2-48J19,S45C,2,48,96,19 with keyway,Standard,None
SSA2-48J20,S45C,2,48,96,20 with keyway,Standard,None
SSA2-48J22,S45C,2,48,96,22 with keyway,Standard,None
SSA2-48J25,S45C,2,48,96,25 with keyway,Standard,None
SSA2-48J28,S45C,2,48,96,28 with keyway,Standard,None
SSA2-48J30,S45C,2,48,96,30 with keyway,Standard,None
SSA2-48J32,S45C,2,48,96,32 with keyway,Standard,None
SSA2-48J35,S45C,2,48,96,35 with keyway,Standard,None
SSA2-48J40,S45C,2,48,96,40 with keyway,Standard,None
SSA2-48J45,S45C,2,48,96,45 with keyway,Standard,None
SSA2-50J18,S45C,2,50,100,18 with keyway,Standard,None
SSA2-50J19,S45C,2,50,100,19 with keyway,Standard,None
SSA2-50J20,S45C,2,50,100,20 with keyway,Standard,None
SSA2-50J22,S45C,2,50,100,22 with keyway,Standard,None
SSA2-50J25,S45C,2,50,100,25 with keyway,Standard,None
SSA2-50J28,S45C,2,50,100,28 with keyway,Standard,None
SSA2-50J30,S45C,2,50,100,30 with keyway,Standard,None
SSA2-50J32,S45C,2,50,100,32 with keyway,Standard,None
SSA2-50J35,S45C,2,50,100,35 with keyway,Standard,None
SSA2-50J40,S45C,2,50,100,40 with keyway,Standard,None
SSA2-50J45,S45C,2,50,100,45 with keyway,Standard,None
SSA2-55J18,S45C,2,55,110,18 with keyway,Standard,None
SSA2-55J19,S45C,2,55,110,19 with keyway,Standard,None
SSA2-55J20,S45C,2,55,110,20 with keyway,Standard,None
SSA2-55J22,S45C,2,55,110,22 with keyway,Standard,None
SSA2-55J25,S45C,2,55,110,25 with keyway,Standard,None
SSA2-55J28,S45C,2,55,110,28 with keyway,Standard,None
SSA2-55J30,S45C,2,55,110,30 with keyway,Standard,None
SSA2-55J32,S45C,2,55,110,32 with keyway,Standard,None
SSA2-55J35,S45C,2,55,110,35 with keyway,Standard,None
SSA2-55J40,S45C,2,55,110,40 with keyway,Standard,None
SSA2-55J45,S45C,2,55,110,45 with keyway,Standard,None
SSA2-55J50,S45C,2,55,110,50 with keyway,Standard,None
SSA2-56J18,S45C,2,56,112,18 with keyway,Standard,None
SSA2-56J19,S45C,2,56,112,19 with keyway,Standard,None
SSA2-56J20,S45C,2,56,112,20 with keyway,Standard,None
SSA2-56J22,S45C,2,56,112,22 with keyway,Standard,None
SSA2-56J25,S45C,2,56,112,25 with keyway,Standard,None
SSA2-56J28,S45C,2,56,112,28 with keyway,Standard,None
SSA2-56J30,S45C,2,56,112,30 with keyway,Standard,None
SSA2-56J32,S45C,2,56,112,32 with keyway,Standard,None
SSA2-56J35,S45C,2,56,112,35 with keyway,Standard,None
SSA2-56J40,S45C,2,56,112,40 with keyway,Standard,None
SSA2-56J45,S45C,2,56,112,45 with keyway,Standard,None
SSA2-56J50,S45C,2,56,112,50 with keyway,Standard,None
SSA2-60J18,S45C,2,60,120,18 with keyway,Standard,None
SSA2-60J19,S45C,2,60,120,19 with keyway,Standard,None
SSA2-60J20,S45C,2,60,120,20 with keyway,Standard,None
SSA2-60J22,S45C,2,60,120,22 with keyway,Standard,None
SSA2-60J25,S45C,2,60,120,25 with keyway,Standard,None
SSA2-60J28,S45C,2,60,120,28 with keyway,Standard,None
SSA2-60J30,S45C,2,60,120,30 with keyway,Standard,None
SSA2-60J32,S45C,2,60,120,32 with keyway,Standard,None
SSA2-60J35,S45C,2,60,120,35 with keyway,Standard,None
SSA2-60J40,S45C,2,60,120,40 with keyway,Standard,None
SSA2-60J45,S45C,2,60,120,45 with keyway,Standard,None
SSA2-60J50,S45C,2,60,120,50 with keyway,Standard,None
SSA2-70J18,S45C,2,70,140,18 with keyway,Standard,None
SSA2-70J19,S45C,2,70,140,19 with keyway,Standard,None
SSA2-70J20,S45C,2,70,140,20 with keyway,Standard,None
SSA2-70J22,S45C,2,70,140,22 with keyway,Standard,None
SSA2-70J25,S45C,2,70,140,25 with keyway,Standard,None
SSA2-70J28,S45C,2,70,140,28 with keyway,Standard,None
SSA2-70J30,S45C,2,70,140,30 with keyway,Standard,None
SSA2-70J32,S45C,2,70,140,32 with keyway,Standard,None
SSA2-70J35,S45C,2,70,140,35 with keyway,Standard,None
SSA2-70J40,S45C,2,70,140,40 with keyway,Standard,None
SSA2-70J45,S45C,2,70,140,45 with keyway,Standard,None
SSA2-70J50,S45C,2,70,140,50 with keyway,Standard,None
SSA2-80J18,S45C,2,80,160,18 with keyway,Standard,None
SSA2-80J19,S45C,2,80,160,19 with keyway,Standard,None
SSA2-80J20,S45C,2,80,160,20 with keyway,Standard,None
SSA2-80J22,S45C,2,80,160,22 with keyway,Standard,None
SSA2-80J25,S45C,2,80,160,25 with keyway,Standard,None
SSA2-80J28,S45C,2,80,160,28 with keyway,Standard,None
SSA2-80J30,S45C,2,80,160,30 with keyway,Standard,None
SSA2-80J32,S45C,2,80,160,32 with keyway,Standard,None
SSA2-80J35,S45C,2,80,160,35 with keyway,Standard,None
SSA2-80J40,S45C,2,80,160,40 with keyway,Standard,None
SSA2.5-15J12,S45C,2.5,15,37.5,12 with keyway,Standard,None
SSA2.5-15J14,S45C,2.5,15,37.5,14 with keyway,Standard,None
SSA2.5-15J15,S45C,2.5,15,37.5,15 with keyway,Standard,None
SSA2.5-18J12,S45C,2.5,18,45,12 with keyway,Standard,None
SSA2.5-18J14,S45C,2.5,18,45,14 with keyway,Standard,None
SSA2.5-18J15,S45C,2.5,18,45,15 with keyway,Standard,None
SSA2.5-18J16,S45C,2.5,18,45,16 with keyway,Standard,None
SSA2.5-18J17,S45C,2.5,18,45,17 with keyway,Standard,None
SSA2.5-18J18,S45C,2.5,18,45,18 with keyway,Standard,None
SSA2.5-18J19,S45C,2.5,18,45,19 with keyway,Standard,None
SSA2.5-20J15,S45C,2.5,20,50,15 with keyway,Standard,None
SSA2.5-20J16,S45C,2.5,20,50,16 with keyway,Standard,None
SSA2.5-20J17,S45C,2.5,20,50,17 with keyway,Standard,None
SSA2.5-20J18,S45C,2.5,20,50,18 with keyway,Standard,None
SSA2.5-20J19,S45C,2.5,20,50,19 with keyway,Standard,None
SSA2.5-20J20,S45C,2.5,20,50,20 with keyway,Standard,None
SSA2.5-24J15,S45C,2.5,24,60,15 with keyway,Standard,None
SSA2.5-24J16,S45C,2.5,24,60,16 with keyway,Standard,None
SSA2.5-24J17,S45C,2.5,24,60,17 with keyway,Standard,None
SSA2.5-24J18,S45C,2.5,24,60,18 with keyway,Standard,None
SSA2.5-24J19,S45C,2.5,24,60,19 with keyway,Standard,None
SSA2.5-24J20,S45C,2.5,24,60,20 with keyway,Standard,None
SSA2.5-24J22,S45C,2.5,24,60,22 with keyway,Standard,None
SSA2.5-24J25,S45C,2.5,24,60,25 with keyway,Standard,None
SSA2.5-25J15,S45C,2.5,25,62.5,15 with keyway,Standard,None
SSA2.5-25J16,S45C,2.5,25,62.5,16 with keyway,Standard,None
SSA2.5-25J17,S45C,2.5,25,62.5,17 with keyway,Standard,None
SSA2.5-25J18,S45C,2.5,25,62.5,18 with keyway,Standard,None
SSA2.5-25J19,S45C,2.5,25,62.5,19 with keyway,Standard,None
SSA2.5-25J20,S45C,2.5,25,62.5,20 with keyway,Standard,None
SSA2.5-25J22,S45C,2.5,25,62.5,22 with keyway,Standard,None
SSA2.5-25J25,S45C,2.5,25,62.5,25 with keyway,Standard,None
SSA2.5-25J28,S45C,2.5,25,62.5,28 with keyway,Standard,None
SSA2.5-28J18,S45C,2.5,28,70,18 with keyway,Standard,None
SSA2.5-28J19,S45C,2.5,28,70,19 with keyway,Standard,None
SSA2.5-28J20,S45C,2.5,28,70,20 with keyway,Standard,None
SSA2.5-28J22,S45C,2.5,28,70,22 with keyway,Standard,None
SSA2.5-28J25,S45C,2.5,28,70,25 with keyway,Standard,None
SSA2.5-28J28,S45C,2.5,28,70,28 with keyway,Standard,None
SSA2.5-28J30,S45C,2.5,28,70,30 with keyway,Standard,None
SSA2.5-30J18,S45C,2.5,30,75,18 with keyway,Standard,None
SSA2.5-30J19,S45C,2.5,30,75,19 with keyway,Standard,None
SSA2.5-30J20,S45C,2.5,30,75,20 with keyway,Standard,None
SSA2.5-30J22,S45C,2.5,30,75,22 with keyway,Standard,None
SSA2.5-30J25,S45C,2.5,30,75,25 with keyway,Standard,None
SSA2.5-30J28,S45C,2.5,30,75,28 with keyway,Standard,None
SSA2.5-30J30,S45C,2.5,30,75,30 with keyway,Standard,None
SSA2.5-30J32,S45C,2.5,30,75,32 with keyway,Standard,None
SSA2.5-32J18,S45C,2.5,32,80,18 with keyway,Standard,None
SSA2.5-32J19,S45C,2.5,32,80,19 with keyway,Standard,None
SSA2.5-32J20,S45C,2.5,32,80,20 with keyway,Standard,None
SSA2.5-32J22,S45C,2.5,32,80,22 with keyway,Standard,None
SSA2.5-32J25,S45C,2.5,32,80,25 with keyway,Standard,None
SSA2.5-32J28,S45C,2.5,32,80,28 with keyway,Standard,None
SSA2.5-32J30,S45C,2.5,32,80,30 with keyway,Standard,None
SSA2.5-32J32,S45C,2.5,32,80,32 with keyway,Standard,None
SSA2.5-32J35,S45C,2.5,32,80,35 with keyway,Standard,None
SSA2.5-35J18,S45C,2.5,35,87.5,18 with keyway,Standard,None
SSA2.5-35J19,S45C,2.5,35,87.5,19 with keyway,Standard,None
SSA2.5-35J20,S45C,2.5,35,87.5,20 with keyway,Standard,None
SSA2.5-35J22,S45C,2.5,35,87.5,22 with keyway,Standard,None
SSA2.5-35J25,S45C,2.5,35,87.5,25 with keyway,Standard,None
SSA2.5-35J28,S45C,2.5,35,87.5,28 with keyway,Standard,None
SSA2.5-35J30,S45C,2.5,35,87.5,30 with keyway,Standard,None
SSA2.5-35J32,S45C,2.5,35,87.5,32 with keyway,Standard,None
SSA2.5-35J35,S45C,2.5,35,87.5,35 with keyway,Standard,None
SSA2.5-35J40,S45C,2.5,35,87.5,40 with keyway,Standard,None
SSA2.5-36J18,S45C,2.5,36,90,18 with keyway,Standard,None
SSA2.5-36J19,S45C,2.5,36,90,19 with keyway,Standard,None
SSA2.5-36J20,S45C,2.5,36,90,20 with keyway,Standard,None
SSA2.5-36J22,S45C,2.5,36,90,22 with keyway,Standard,None
SSA2.5-36J25,S45C,2.5,36,90,25 with keyway,Standard,None
SSA2.5-36J28,S45C,2.5,36,90,28 with keyway,Standard,None
SSA2.5-36J30,S45C,2.5,36,90,30 with keyway,Standard,None
SSA2.5-36J32,S45C,2.5,36,90,32 with keyway,Standard,None
SSA2.5-36J35,S45C,2.5,36,90,35 with keyway,Standard,None
SSA2.5-36J40,S45C,2.5,36,90,40 with keyway,Standard,None
SSA2.5-40J22,S45C,2.5,40,100,22 with keyway,Standard,None
SSA2.5-40J25,S45C,2.5,40,100,25 with keyway,Standard,None
SSA2.5-40J28,S45C,2.5,40,100,28 with keyway,Standard,None
SSA2.5-40J30,S45C,2.5,40,100,30 with keyway,Standard,None
SSA2.5-40J32,S45C,2.5,40,100,32 with keyway,Standard,None
SSA2.5-40J35,S45C,2.5,40,100,35 with keyway,Standard,None
SSA2.5-40J40,S45C,2.5,40,100,40 with keyway,Standard,None
SSA2.5-40J45,S45C,2.5,40,100,45 with keyway,Standard,None
SSA2.5-45J22,S45C,2.5,45,112.5,22 with keyway,Standard,None
SSA2.5-45J25,S45C,2.5,45,112.5,25 with keyway,Standard,None
SSA2.5-45J28,S45C,2.5,45,112.5,28 with keyway,Standard,None
SSA2.5-45J30,S45C,2.5,45,112.5,30 with keyway,Standard,None
SSA2.5-45J32,S45C,2.5,45,112.5,32 with keyway,Standard,None
SSA2.5-45J35,S45C,2.5,45,112.5,35 with keyway,Standard,None
SSA2.5-45J40,S45C,2.5,45,112.5,40 with keyway,Standard,None
SSA2.5-45J45,S45C,2.5,45,112.5,45 with keyway,Standard,None
SSA2.5-45J50,S45C,2.5,45,112.5,50 with keyway,Standard,None
SSA2.5-48J22,S45C,2.5,48,120,22 with keyway,Standard,None
SSA2.5-48J25,S45C,2.5,48,120,25 with keyway,Standard,None
SSA2.5-48J28,S45C,2.5,48,120,28 with keyway,Standard,None
SSA2.5-48J30,S45C,2.5,48,120,30 with keyway,Standard,None
SSA2.5-48J32,S45C,2.5,48,120,32 with keyway,Standard,None
SSA2.5-48J35,S45C,2.5,48,120,35 with keyway,Standard,None
SSA2.5-48J40,S45C,2.5,48,120,40 with keyway,Standard,None
SSA2.5-48J45,S45C,2.5,48,120,45 with keyway,Standard,None
SSA2.5-48J50,S45C,2.5,48,120,50 with keyway,Standard,None
SSA2.5-50J22,S45C,2.5,50,125,22 with keyway,Standard,None
SSA2.5-50J25,S45C,2.5,50,125,25 with keyway,Standard,None
SSA2.5-50J28,S45C,2.5,50,125,28 with keyway,Standard,None
SSA2.5-50J30,S45C,2.5,50,125,30 with keyway,Standard,None
SSA2.5-50J32,S45C,2.5,50,125,32 with keyway,Standard,None
SSA2.5-50J35,S45C,2.5,50,125,35 with keyway,Standard,None
SSA2.5-50J40,S45C,2.5,50,125,40 with keyway,Standard,None
SSA2.5-50J45,S45C,2.5,50,125,45 with keyway,Standard,None
SSA2.5-50J50,S45C,2.5,50,125,50 with keyway,Standard,None
SSA2.5-55J22,S45C,2.5,55,137.5,22 with keyway,Standard,None
SSA2.5-55J25,S45C,2.5,55,137.5,25 with keyway,Standard,None
SSA2.5-55J28,S45C,2.5,55,137.5,28 with keyway,Standard,None
SSA2.5-55J30,S45C,2.5,55,137.5,30 with keyway,Standard,None
SSA2.5-55J32,S45C,2.5,55,137.5,32 with keyway,Standard,None
SSA2.5-55J35,S45C,2.5,55,137.5,35 with keyway,Standard,None
SSA2.5-55J40,S45C,2.5,55,137.5,40 with keyway,Standard,None
SSA2.5-55J45,S45C,2.5,55,137.5,45 with keyway,Standard,None
SSA2.5-55J50,S45C,2.5,55,137.5,50 with keyway,Standard,None
SSA2.5-56J22,S45C,2.5,56,140,22 with keyway,Standard,None
SSA2.5-56J25,S45C,2.5,56,140,25 with keyway,Standard,None
SSA2.5-56J28,S45C,2.5,56,140,28 with keyway,Standard,None
SSA2.5-56J30,S45C,2.5,56,140,30 with keyway,Standard,None
SSA2.5-56J32,S45C,2.5,56,140,32 with keyway,Standard,None
SSA2.5-56J35,S45C,2.5,56,140,35 with keyway,Standard,None
SSA2.5-56J40,S45C,2.5,56,140,40 with keyway,Standard,None
SSA2.5-56J45,S45C,2.5,56,140,45 with keyway,Standard,None
SSA2.5-56J50,S45C,2.5,56,140,50 with keyway,Standard,None
SSA2.5-60J22,S45C,2.5,60,150,22 with keyway,Standard,None
SSA2.5-60J25,S45C,2.5,60,150,25 with keyway,Standard,None
SSA2.5-60J28,S45C,2.5,60,150,28 with keyway,Standard,None
SSA2.5-60J30,S45C,2.5,60,150,30 with keyway,Standard,None
SSA2.5-60J32,S45C,2.5,60,150,32 with keyway,Standard,None
SSA2.5-60J35,S45C,2.5,60,150,35 with keyway,Standard,None
SSA2.5-60J40,S45C,2.5,60,150,40 with keyway,Standard,None
SSA2.5-70J22,S45C,2.5,70,175,22 with keyway,Standard,None
SSA2.5-70J25,S45C,2.5,70,175,25 with keyway,Standard,None
