Catalogue Link,Material,Module,Teeth Count,Pitch Diameter (mm),Bore Diameter (mm),Tooth Finish,Heat Treatment
SS3-15J19,S45C,3,15,45,19 keyway&screw hole,Standard,None
SS3-16J15,S45C,3,16,48,15 keyway&screw hole,Standard,None
SS3-16J16,S45C,3,16,48,16 keyway&screw hole,Standard,None
SS3-16J17,S45C,3,16,48,17 keyway&screw hole,Standard,None
SS3-16J18,S45C,3,16,48,18 keyway&screw hole,Standard,None
SS3-16J19,S45C,3,16,48,19 keyway&screw hole,Standard,None
SS3-16J20,S45C,3,16,48,20 keyway&screw hole,Standard,None
SS3-16J22,S45C,3,16,48,22 keyway&screw hole,Standard,None
SS3-17J15,S45C,3,17,51,15 keyway&screw hole,Standard,None
SS3-17J16,S45C,3,17,51,16 keyway&screw hole,Standard,None
SS3-17J17,S45C,3,17,51,17 keyway&screw hole,Standard,None
SS3-17J18,S45C,3,17,51,18 keyway&screw hole,Standard,None
SS3-17J19,S45C,3,17,51,19 keyway&screw hole,Standard,None
SS3-17J20,S45C,3,17,51,20 keyway&screw hole,Standard,None
SS3-17J22,S45C,3,17,51,22 keyway&screw hole,Standard,None
SS3-18J15,S45C,3,18,54,15 keyway&screw hole,Standard,None
SS3-18J16,S45C,3,18,54,16 keyway&screw hole,Standard,None
SS3-18J17,S45C,3,18,54,17 keyway&screw hole,Standard,None
SS3-18J18,S45C,3,18,54,18 keyway&screw hole,Standard,None
SS3-18J19,S45C,3,18,54,19 keyway&screw hole,Standard,None
SS3-18J20,S45C,3,18,54,20 keyway&screw hole,Standard,None
SS3-18J22,S45C,3,18,54,22 keyway&screw hole,Standard,None
SS3-19J15,S45C,3,19,57,15 keyway&screw hole,Standard,None
SS3-19J16,S45C,3,19,57,16 keyway&screw hole,Standard,None
SS3-19J17,S45C,3,19,57,17 keyway&screw hole,Standard,None
SS3-19J18,S45C,3,19,57,18 keyway&screw hole,Standard,None
SS3-19J19,S45C,3,19,57,19 keyway&screw hole,Standard,None
SS3-19J20,S45C,3,19,57,20 keyway&screw hole,Standard,None
SS3-19J22,S45C,3,19,57,22 keyway&screw hole,Standard,None
SS3-19J25,S45C,3,19,57,25 keyway&screw hole,Standard,None
SS3-20J15,S45C,3,20,60,15 keyway&screw hole,Standard,None
SS3-20J16,S45C,3,20,60,16 keyway&screw hole,Standard,None
SS3-20J17,S45C,3,20,60,17 keyway&screw hole,Standard,None
SS3-20J18,S45C,3,20,60,18 keyway&screw hole,Standard,None
SS3-20J19,S45C,3,20,60,19 keyway&screw hole,Standard,None
SS3-20J20,S45C,3,20,60,20 keyway&screw hole,Standard,None
SS3-20J22,S45C,3,20,60,22 keyway&screw hole,Standard,None
SS3-20J25,S45C,3,20,60,25 keyway&screw hole,Standard,None
SS3-20J28,S45C,3,20,60,28 keyway&screw hole,Standard,None
SS3-20J30,S45C,3,20,60,30 keyway&screw hole,Standard,None
SS3-21J15,S45C,3,21,63,15 keyway&screw hole,Standard,None
SS3-21J16,S45C,3,21,63,16 keyway&screw hole,Standard,None
SS3-21J17,S45C,3,21,63,17 keyway&screw hole,Standard,None
SS3-21J18,S45C,3,21,63,18 keyway&screw hole,Standard,None
SS3-21J19,S45C,3,21,63,19 keyway&screw hole,Standard,None
SS3-21J20,S45C,3,21,63,20 keyway&screw hole,Standard,None
SS3-21J22,S45C,3,21,63,22 keyway&screw hole,Standard,None
SS3-21J25,S45C,3,21,63,25 keyway&screw hole,Standard,None
SS3-21J28,S45C,3,21,63,28 keyway&screw hole,Standard,None
SS3-21J30,S45C,3,21,63,30 keyway&screw hole,Standard,None
SS3-22J15,S45C,3,22,66,15 keyway&screw hole,Standard,None
SS3-22J16,S45C,3,22,66,16 keyway&screw hole,Standard,None
SS3-22J17,S45C,3,22,66,17 keyway&screw hole,Standard,None
SS3-22J18,S45C,3,22,66,18 keyway&screw hole,Standard,None
SS3-22J19,S45C,3,22,66,19 keyway&screw hole,Standard,None
SS3-22J20,S45C,3,22,66,20 keyway&screw hole,Standard,None
SS3-22J22,S45C,3,22,66,22 keyway&screw hole,Standard,None
SS3-22J25,S45C,3,22,66,25 keyway&screw hole,Standard,None
SS3-22J28,S45C,3,22,66,28 keyway&screw hole,Standard,None
SS3-22J30,S45C,3,22,66,30 keyway&screw hole,Standard,None
SS3-22J32,S45C,3,22,66,32 keyway&screw hole,Standard,None
SS3-23J15,S45C,3,23,69,15 keyway&screw hole,Standard,None
SS3-23J16,S45C,3,23,69,16 keyway&screw hole,Standard,None
SS3-23J17,S45C,3,23,69,17 keyway&screw hole,Standard,None
SS3-23J18,S45C,3,23,69,18 keyway&screw hole,Standard,None
SS3-23J19,S45C,3,23,69,19 keyway&screw hole,Standard,None
SS3-23J20,S45C,3,23,69,20 keyway&screw hole,Standard,None
SS3-23J22,S45C,3,23,69,22 keyway&screw hole,Standard,None
SS3-23J25,S45C,3,23,69,25 keyway&screw hole,Standard,None
SS3-23J28,S45C,3,23,69,28 keyway&screw hole,Standard,None
SS3-23J30,S45C,3,23,69,30 keyway&screw hole,Standard,None
SS3-23J32,S45C,3,23,69,32 keyway&screw hole,Standard,None
SS3-24J15,S45C,3,24,72,15 keyway&screw hole,Standard,None
SS3-24J16,S45C,3,24,72,16 keyway&screw hole,Standard,None
SS3-24J17,S45C,3,24,72,17 keyway&screw hole,Standard,None
SS3-24J18,S45C,3,24,72,18 keyway&screw hole,Standard,None
SS3-24J19,S45C,3,24,72,19 keyway&screw hole,Standard,None
SS3-24J20,S45C,3,24,72,20 keyway&screw hole,Standard,None
SS3-24J22,S45C,3,24,72,22 keyway&screw hole,Standard,None
SS3-24J25,S45C,3,24,72,25 keyway&screw hole,Standard,None
SS3-24J28,S45C,3,24,72,28 keyway&screw hole,Standard,None
SS3-24J30,S45C,3,24,72,30 keyway&screw hole,Standard,None
SS3-24J32,S45C,3,24,72,32 keyway&screw hole,Standard,None
SS3-25J20,S45C,3,25,75,20 keyway&screw hole,Standard,None
SS3-25J22,S45C,3,25,75,22 keyway&screw hole,Standard,None
SS3-25J25,S45C,3,25,75,25 keyway&screw hole,Standard,None
SS3-25J28,S45C,3,25,75,28 keyway&screw hole,Standard,None
SS3-25J30,S45C,3,25,75,30 keyway&screw hole,Standard,None
SS3-25J32,S45C,3,25,75,32 keyway&screw hole,Standard,None
SS3-25J35,S45C,3,25,75,35 keyway&screw hole,Standard,None
SS3-26J20,S45C,3,26,78,20 keyway&screw hole,Standard,None
SS3-26J22,S45C,3,26,78,22 keyway&screw hole,Standard,None
SS3-26J25,S45C,3,26,78,25 keyway&screw hole,Standard,None
SS3-26J28,S45C,3,26,78,28 keyway&screw hole,Standard,None
SS3-26J30,S45C,3,26,78,30 keyway&screw hole,Standard,None
SS3-26J32,S45C,3,26,78,32 keyway&screw hole,Standard,None
SS3-26J35,S45C,3,26,78,35 keyway&screw hole,Standard,None
SS3-27J20,S45C,3,27,81,20 keyway&screw hole,Standard,None
SS3-27J22,S45C,3,27,81,22 keyway&screw hole,Standard,None
SS3-27J25,S45C,3,27,81,25 keyway&screw hole,Standard,None
SS3-27J28,S45C,3,27,81,28 keyway&screw hole,Standard,None
SS3-27J30,S45C,3,27,81,30 keyway&screw hole,Standard,None
SS3-27J32,S45C,3,27,81,32 keyway&screw hole,Standard,None
SS3-27J35,S45C,3,27,81,35 keyway&screw hole,Standard,None
SS3-28J20,S45C,3,28,84,20 keyway&screw hole,Standard,None
SS3-28J22,S45C,3,28,84,22 keyway&screw hole,Standard,None
SS3-28J25,S45C,3,28,84,25 keyway&screw hole,Standard,None
SS3-28J28,S45C,3,28,84,28 keyway&screw hole,Standard,None
SS3-28J30,S45C,3,28,84,30 keyway&screw hole,Standard,None
SS3-28J32,S45C,3,28,84,32 keyway&screw hole,Standard,None
SS3-28J35,S45C,3,28,84,35 keyway&screw hole,Standard,None
SS3-28J40,S45C,3,28,84,40 keyway&screw hole,Standard,None
SS3-29J20,S45C,3,29,87,20 keyway&screw hole,Standard,None
SS3-29J22,S45C,3,29,87,22 keyway&screw hole,Standard,None
SS3-29J25,S45C,3,29,87,25 keyway&screw hole,Standard,None
SS3-29J28,S45C,3,29,87,28 keyway&screw hole,Standard,None
SS3-29J30,S45C,3,29,87,30 keyway&screw hole,Standard,None
SS3-29J32,S45C,3,29,87,32 keyway&screw hole,Standard,None
SS3-29J35,S45C,3,29,87,35 keyway&screw hole,Standard,None
SS3-29J40,S45C,3,29,87,40 keyway&screw hole,Standard,None
SS3-30J20,S45C,3,30,90,20 keyway&screw hole,Standard,None
SS3-30J22,S45C,3,30,90,22 keyway&screw hole,Standard,None
SS3-30J25,S45C,3,30,90,25 keyway&screw hole,Standard,None
SS3-30J28,S45C,3,30,90,28 keyway&screw hole,Standard,None
SS3-30J30,S45C,3,30,90,30 keyway&screw hole,Standard,None
SS3-30J32,S45C,3,30,90,32 keyway&screw hole,Standard,None
SS3-30J35,S45C,3,30,90,35 keyway&screw hole,Standard,None
SS3-30J40,S45C,3,30,90,40 keyway&screw hole,Standard,None
SS3-30J45,S45C,3,30,90,45 keyway&screw hole,Standard,None
SS3-32J20,S45C,3,32,96,20 keyway&screw hole,Standard,None
SS3-32J22,S45C,3,32,96,22 keyway&screw hole,Standard,None
SS3-32J25,S45C,3,32,96,25 keyway&screw hole,Standard,None
SS3-32J28,S45C,3,32,96,28 keyway&screw hole,Standard,None
SS3-32J30,S45C,3,32,96,30 keyway&screw hole,Standard,None
SS3-32J32,S45C,3,32,96,32 keyway&screw hole,Standard,None
SS3-32J35,S45C,3,32,96,35 keyway&screw hole,Standard,None
SS3-32J40,S45C,3,32,96,40 keyway&screw hole,Standard,None
SS3-32J45,S45C,3,32,96,45 keyway&screw hole,Standard,None
SS3-34J20,S45C,3,34,102,20 keyway&screw hole,Standard,None
SS3-34J22,S45C,3,34,102,22 keyway&screw hole,Standard,None
SS3-34J25,S45C,3,34,102,25 keyway&screw hole,Standard,None
SS3-34J28,S45C,3,34,102,28 keyway&screw hole,Standard,None
SS3-34J30,S45C,3,34,102,30 keyway&screw hole,Standard,None
SS3-34J32,S45C,3,34,102,32 keyway&screw hole,Standard,None
SS3-34J35,S45C,3,34,102,35 keyway&screw hole,Standard,None
SS3-34J40,S45C,3,34,102,40 keyway&screw hole,Standard,None
SS3-34J45,S45C,3,34,102,45 keyway&screw hole,Standard,None
SS3-35J20,S45C,3,35,105,20 keyway&screw hole,Standard,None
SS3-35J22,S45C,3,35,105,22 keyway&screw hole,Standard,None
SS3-35J25,S45C,3,35,105,25 keyway&screw hole,Standard,None
SS3-35J28,S45C,3,35,105,28 keyway&screw hole,Standard,None
SS3-35J30,S45C,3,35,105,30 keyway&screw hole,Standard,None
SS3-35J32,S45C,3,35,105,32 keyway&screw hole,Standard,None
SS3-35J35,S45C,3,35,105,35 keyway&screw hole,Standard,None
SS3-35J40,S45C,3,35,105,40 keyway&screw hole,Standard,None
SS3-35J45,S45C,3,35,105,45 keyway&screw hole,Standard,None
SS3-36J20,S45C,3,36,108,20 keyway&screw hole,Standard,None
SS3-36J22,S45C,3,36,108,22 keyway&screw hole,Standard,None
SS3-36J25,S45C,3,36,108,25 keyway&screw hole,Standard,None
SS3-36J28,S45C,3,36,108,28 keyway&screw hole,Standard,None
SS3-36J30,S45C,3,36,108,30 keyway&screw hole,Standard,None
SS3-36J32,S45C,3,36,108,32 keyway&screw hole,Standard,None
SS3-36J35,S45C,3,36,108,35 keyway&screw hole,Standard,None
SS3-36J40,S45C,3,36,108,40 keyway&screw hole,Standard,None
SS3-36J45,S45C,3,36,108,45 keyway&screw hole,Standard,None
SS3-38J25,S45C,3,38,114,25 keyway&screw hole,Standard,None
SS3-38J28,S45C,3,38,114,28 keyway&screw hole,Standard,None
SS3-38J30,S45C,3,38,114,30 keyway&screw hole,Standard,None
SS3-38J32,S45C,3,38,114,32 keyway&screw hole,Standard,None
SS3-38J35,S45C,3,38,114,35 keyway&screw hole,Standard,None
SS3-38J40,S45C,3,38,114,40 keyway&screw hole,Standard,None
SS3-38J45,S45C,3,38,114,45 keyway&screw hole,Standard,None
SS3-40J25,S45C,3,40,120,25 keyway&screw hole,Standard,None
SS3-40J28,S45C,3,40,120,28 keyway&screw hole,Standard,None
SS3-40J30,S45C,3,40,120,30 keyway&screw hole,Standard,None
SS3-40J32,S45C,3,40,120,32 keyway&screw hole,Standard,None
SS3-40J35,S45C,3,40,120,35 keyway&screw hole,Standard,None
SS3-40J40,S45C,3,40,120,40 keyway&screw hole,Standard,None
SS3-40J45,S45C,3,40,120,45 keyway&screw hole,Standard,None
SS3-42J25,S45C,3,42,126,25 keyway&screw hole,Standard,None
SS3-42J28,S45C,3,42,126,28 keyway&screw hole,Standard,None
SS3-42J30,S45C,3,42,126,30 keyway&screw hole,Standard,None
SS3-42J32,S45C,3,42,126,32 keyway&screw hole,Standard,None
SS3-42J35,S45C,3,42,126,35 keyway&screw hole,Standard,None
SS3-42J40,S45C,3,42,126,40 keyway&screw hole,Standard,None
SS3-42J45,S45C,3,42,126,45 keyway&screw hole,Standard,None
SS3-44J25,S45C,3,44,132,25 keyway&screw hole,Standard,None
SS3-44J28,S45C,3,44,132,28 keyway&screw hole,Standard,None
SS3-44J30,S45C,3,44,132,30 keyway&screw hole,Standard,None
SS3-44J32,S45C,3,44,132,32 keyway&screw hole,Standard,None
SS3-44J35,S45C,3,44,132,35 keyway&screw hole,Standard,None
SS3-44J40,S45C,3,44,132,40 keyway&screw hole,Standard,None
SS3-44J45,S45C,3,44,132,45 keyway&screw hole,Standard,None
SS3-45J25,S45C,3,45,135,25 keyway&screw hole,Standard,None
SS3-45J28,S45C,3,45,135,28 keyway&screw hole,Standard,None
SS3-45J30,S45C,3,45,135,30 keyway&screw hole,Standard,None
SS3-45J32,S45C,3,45,135,32 keyway&screw hole,Standard,None
SS3-45J35,S45C,3,45,135,35 keyway&screw hole,Standard,None
SS3-45J40,S45C,3,45,135,40 keyway&screw hole,Standard,None
SS3-45J45,S45C,3,45,135,45 keyway&screw hole,Standard,None
SS3-46J25,S45C,3,46,138,25 keyway&screw hole,Standard,None
SS3-46J28,S45C,3,46,138,28 keyway&screw hole,Standard,None
SS3-46J30,S45C,3,46,138,30 keyway&screw hole,Standard,None
SS3-46J32,S45C,3,46,138,32 keyway&screw hole,Standard,None
SS3-46J35,S45C,3,46,138,35 keyway&screw hole,Standard,None
SS3-46J40,S45C,3,46,138,40 keyway&screw hole,Standard,None
SS3-46J45,S45C,3,46,138,45 keyway&screw hole,Standard,None
SS3-48J25,S45C,3,48,144,25 keyway&screw hole,Standard,None
SS3-48J28,S45C,3,48,144,28 keyway&screw hole,Standard,None
SS3-48J30,S45C,3,48,144,30 keyway&screw hole,Standard,None
SS3-48J32,S45C,3,48,144,32 keyway&screw hole,Standard,None
SS3-48J35,S45C,3,48,144,35 keyway&screw hole,Standard,None
SS3-48J40,S45C,3,48,144,40 keyway&screw hole,Standard,None
SS3-48J45,S45C,3,48,144,45 keyway&screw hole,Standard,None
SS3-50J25,S45C,3,50,150,25 keyway&screw hole,Standard,None
SS3-50J28,S45C,3,50,150,28 keyway&screw hole,Standard,None
SS3-50J30,S45C,3,50,150,30 keyway&screw hole,Standard,None
SS3-50J32,S45C,3,50,150,32 keyway&screw hole,Standard,None
SS3-50J35,S45C,3,50,150,35 keyway&screw hole,Standard,None
SS3-50J40,S45C,3,50,150,40 keyway&screw hole,Standard,None
SS3-50J45,S45C,3,50,150,45 keyway&screw hole,Standard,None
SS3-52J25,S45C,3,52,156,25 keyway&screw hole,Standard,None
SS3-52J28,S45C,3,52,156,28 keyway&screw hole,Standard,None
SS3-52J30,S45C,3,52,156,30 keyway&screw hole,Standard,None
SS3-52J32,S45C,3,52,156,32 keyway&screw hole,Standard,None
SS3-52J35,S45C,3,52,156,35 keyway&screw hole,Standard,None
SS3-52J40,S45C,3,52,156,40 keyway&screw hole,Standard,None
SS3-52J45,S45C,3,52,156,45 keyway&screw hole,Standard,None
SS3-54J25,S45C,3,54,162,25 keyway&screw hole,Standard,None
SS3-54J28,S45C,3,54,162,28 keyway&screw hole,Standard,None
SS3-54J30,S45C,3,54,162,30 keyway&screw hole,Standard,None
SS3-54J32,S45C,3,54,162,32 keyway&screw hole,Standard,None
SS3-54J35,S45C,3,54,162,35 keyway&screw hole,Standard,None
SS3-54J40,S45C,3,54,162,40 keyway&screw hole,Standard,None
SS3-54J45,S45C,3,54,162,45 keyway&screw hole,Standard,None
SS3-55J25,S45C,3,55,165,25 keyway&screw hole,Standard,None
SS3-55J28,S45C,3,55,165,28 keyway&screw hole,Standard,None
SS3-55J30,S45C,3,55,165,30 keyway&screw hole,Standard,None
SS3-55J32,S45C,3,55,165,32 keyway&screw hole,Standard,None
SS3-55J35,S45C,3,55,165,35 keyway&screw hole,Standard,None
SS3-55J40,S45C,3,55,165,40 keyway&screw hole,Standard,None
SS3-55J45,S45C,3,55,165,45 keyway&screw hole,Standard,None
SS3-56J25,S45C,3,56,168,25 keyway&screw hole,Standard,None
SS3-56J28,S45C,3,56,168,28 keyway&screw hole,Standard,None
SS3-56J30,S45C,3,56,168,30 keyway&screw hole,Standard,None
SS3-56J32,S45C,3,56,168,32 keyway&screw hole,Standard,None
SS3-56J35,S45C,3,56,168,35 keyway&screw hole,Standard,None
SS3-56J40,S45C,3,56,168,40 keyway&screw hole,Standard,None
SS3-56J45,S45C,3,56,168,45 keyway&screw hole,Standard,None
SS3-58J25,S45C,3,58,174,25 keyway&screw hole,Standard,None
SS3-58J28,S45C,3,58,174,28 keyway&screw hole,Standard,None
SS3-58J30,S45C,3,58,174,30 keyway&screw hole,Standard,None
SS3-58J32,S45C,3,58,174,32 keyway&screw hole,Standard,None
SS3-58J35,S45C,3,58,174,35 keyway&screw hole,Standard,None
SS3-58J40,S45C,3,58,174,40 keyway&screw hole,Standard,None
SS3-58J45,S45C,3,58,174,45 keyway&screw hole,Standard,None
SS3-60J25,S45C,3,60,180,25 keyway&screw hole,Standard,None
SS3-60J28,S45C,3,60,180,28 keyway&screw hole,Standard,None
SS3-60J30,S45C,3,60,180,30 keyway&screw hole,Standard,None
SS3-60J32,S45C,3,60,180,32 keyway&screw hole,Standard,None
SS3-60J35,S45C,3,60,180,35 keyway&screw hole,Standard,None
SS3-60J40,S45C,3,60,180,40 keyway&screw hole,Standard,None
SS3-60J45,S45C,3,60,180,45 keyway&screw hole,Standard,None
SS3-62J25,S45C,3,62,186,25 keyway&screw hole,Standard,None
SS3-62J28,S45C,3,62,186,28 keyway&screw hole,Standard,None
SS3-62J30,S45C,3,62,186,30 keyway&screw hole,Standard,None
SS3-62J32,S45C,3,62,186,32 keyway&screw hole,Standard,None
SS3-62J35,S45C,3,62,186,35 keyway&screw hole,Standard,None
SS3-62J40,S45C,3,62,186,40 keyway&screw hole,Standard,None
SS3-62J45,S45C,3,62,186,45 keyway&screw hole,Standard,None
SS3-64J25,S45C,3,64,192,25 keyway&screw hole,Standard,None
SS3-64J28,S45C,3,64,192,28 keyway&screw hole,Standard,None
SS3-64J30,S45C,3,64,192,30 keyway&screw hole,Standard,None
SS3-64J32,S45C,3,64,192,32 keyway&screw hole,Standard,None
SS3-64J35,S45C,3,64,192,35 keyway&screw hole,Standard,None
SS3-64J40,S45C,3,64,192,40 keyway&screw hole,Standard,None
SS3-64J45,S45C,3,64,192,45 keyway&screw hole,Standard,None
SS3-65J25,S45C,3,65,195,25 keyway&screw hole,Standard,None
SS3-65J28,S45C,3,65,195,28 keyway&screw hole,Standard,None
SS3-65J30,S45C,3,65,195,30 keyway&screw hole,Standard,None
SS3-65J32,S45C,3,65,195,32 keyway&screw hole,Standard,None
SS3-65J35,S45C,3,65,195,35 keyway&screw hole,Standard,None
SS3-65J40,S45C,3,65,195,40 keyway&screw hole,Standard,None
SS3-65J45,S45C,3,65,195,45 keyway&screw hole,Standard,None
SS3-66J25,S45C,3,66,198,25 keyway&screw hole,Standard,None
SS3-66J28,S45C,3,66,198,28 keyway&screw hole,Standard,None
SS3-66J30,S45C,3,66,198,30 keyway&screw hole,Standard,None
SS3-66J32,S45C,3,66,198,32 keyway&screw hole,Standard,None
SS3-66J35,S45C,3,66,198,35 keyway&screw hole,Standard,None
SS3-66J40,S45C,3,66,198,40 keyway&screw hole,Standard,None
SS3-66J45,S45C,3,66,198,45 keyway&screw hole,Standard,None
SS3-66J50,S45C,3,66,198,50 keyway&screw hole,Standard,None
SS3-68J25,S45C,3,68,204,25 keyway&screw hole,Standard,None
SS3-68J28,S45C,3,68,204,28 keyway&screw hole,Standard,None
SS3-68J30,S45C,3,68,204,30 keyway&screw hole,Standard,None
SS3-68J32,S45C,3,68,204,32 keyway&screw hole,Standard,None
SS3-68J35,S45C,3,68,204,35 keyway&screw hole,Standard,None
SS3-68J40,S45C,3,68,204,40 keyway&screw hole,Standard,None
SS3-68J45,S45C,3,68,204,45 keyway&screw hole,Standard,None
SS3-68J50,S45C,3,68,204,50 keyway&screw hole,Standard,None
SS3-70J25,S45C,3,70,210,25 keyway&screw hole,Standard,None
SS3-70J28,S45C,3,70,210,28 keyway&screw hole,Standard,None
SS3-70J30,S45C,3,70,210,30 keyway&screw hole,Standard,None
SS3-70J32,S45C,3,70,210,32 keyway&screw hole,Standard,None
SS3-70J35,S45C,3,70,210,35 keyway&screw hole,Standard,None
SS3-70J40,S45C,3,70,210,40 keyway&screw hole,Standard,None
SS3-70J45,S45C,3,70,210,45 keyway&screw hole,Standard,None
SS3-70J50,S45C,3,70,210,50 keyway&screw hole,Standard,None
SS3-72J25,S45C,3,72,216,25 keyway&screw hole,Standard,None
SS3-72J28,S45C,3,72,216,28 keyway&screw hole,Standard,None
SS3-72J30,S45C,3,72,216,30 keyway&screw hole,Standard,None
SS3-72J32,S45C,3,72,216,32 keyway&screw hole,Standard,None
SS3-72J35,S45C,3,72,216,35 keyway&screw hole,Standard,None
SS3-72J40,S45C,3,72,216,40 keyway&screw hole,Standard,None
SS3-72J45,S45C,3,72,216,45 keyway&screw hole,Standard,None
SS3-72J50,S45C,3,72,216,50 keyway&screw hole,Standard,None
SS3-75J25,S45C,3,75,225,25 keyway&screw hole,Standard,None
SS3-75J28,S45C,3,75,225,28 keyway&screw hole,Standard,None
SS3-75J30,S45C,3,75,225,30 keyway&screw hole,Standard,None
SS3-75J32,S45C,3,75,225,32 keyway&screw hole,Standard,None
SS3-75J35,S45C,3,75,225,35 keyway&screw hole,Standard,None
SS3-75J40,S45C,3,75,225,40 keyway&screw hole,Standard,None
SS3-75J45,S45C,3,75,225,45 keyway&screw hole,Standard,None
SS3-75J50,S45C,3,75,225,50 keyway&screw hole,Standard,None
SS3-76J25,S45C,3,76,228,25 keyway&screw hole,Standard,None
SS3-76J28,S45C,3,76,228,28 keyway&screw hole,Standard,None
SS3-76J30,S45C,3,76,228,30 keyway&screw hole,Standard,None
SS3-76J32,S45C,3,76,228,32 keyway&screw hole,Standard,None
SS3-76J35,S45C,3,76,228,35 keyway&screw hole,Standard,None
SS3-76J40,S45C,3,76,228,40 keyway&screw hole,Standard,None
SS3-76J45,S45C,3,76,228,45 keyway&screw hole,Standard,None
SS3-76J50,S45C,3,76,228,50 keyway&screw hole,Standard,None
SS3-80J30,S45C,3,80,240,30 keyway&screw hole,Standard,None
SS3-80J32,S45C,3,80,240,32 keyway&screw hole,Standard,None
SS3-80J35,S45C,3,80,240,35 keyway&screw hole,Standard,None
SS3-80J40,S45C,3,80,240,40 keyway&screw hole,Standard,None
SS3-80J45,S45C,3,80,240,45 keyway&screw hole,Standard,None
SS3-80J50,S45C,3,80,240,50 keyway&screw hole,Standard,None
SS3-90J30,S45C,3,90,270,30 keyway&screw hole,Standard,None
SS3-90J32,S45C,3,90,270,32 keyway&screw hole,Standard,None
SS3-90J35,S45C,3,90,270,35 keyway&screw hole,Standard,None
SS3-90J40,S45C,3,90,270,40 keyway&screw hole,Standard,None
SS3-90J45,S45C,3,90,270,45 keyway&screw hole,Standard,None
SS3-90J50,S45C,3,90,270,50 keyway&screw hole,Standard,None
SSA1-100J10,S45C,1,100,100,10 with keyway,Standard,None
SSA1-100J12,S45C,1,100,100,12 with keyway,Standard,None
SSA1-100J14,S45C,1,100,100,14 with keyway,Standard,None
SSA1-100J15,S45C,1,100,100,15 with keyway,Standard,None
SSA1-100J16,S45C,1,100,100,16 with keyway,Standard,None
SSA1-100J17,S45C,1,100,100,17 with keyway,Standard,None
SSA1-100J18,S45C,1,100,100,18 with keyway,Standard,None
SSA1-100J19,S45C,1,100,100,19 with keyway,Standard,None
SSA1-100J20,S45C,1,100,100,20 with keyway,Standard,None
SSA1-100J22,S45C,1,100,100,22 with keyway,Standard,None
SSA1-100J25,S45C,1,100,100,25 with keyway,Standard,None
SSA1-100J28,S45C,1,100,100,28 with keyway,Standard,None
SSA1-100J30,S45C,1,100,100,30 with keyway,Standard,None
SSA1-100J32,S45C,1,100,100,32 with keyway,Standard,None
SSA1-100J35,S45C,1,100,100,35 with keyway,Standard,None
SSA1-100J40,S45C,1,100,100,40 with keyway,Standard,None
SSA1-100J45,S45C,1,100,100,45 with keyway,Standard,None
SSA1-120J10,S45C,1,120,120,10 with keyway,Standard,None
SSA1-120J12,S45C,1,120,120,12 with keyway,Standard,None
SSA1-120J14,S45C,1,120,120,14 with keyway,Standard,None
SSA1-120J15,S45C,1,120,120,15 with keyway,Standard,None
SSA1-120J16,S45C,1,120,120,16 with keyway,Standard,None
SSA1-120J17,S45C,1,120,120,17 with keyway,Standard,None
SSA1-120J18,S45C,1,120,120,18 with keyway,Standard,None
SSA1-120J19,S45C,1,120,120,19 with keyway,Standard,None
SSA1-120J20,S45C,1,120,120,20 with keyway,Standard,None
SSA1-120J22,S45C,1,120,120,22 with keyway,Standard,None
SSA1-120J25,S45C,1,120,120,25 with keyway,Standard,None
SSA1-120J28,S45C,1,120,120,28 with keyway,Standard,None
SSA1-120J30,S45C,1,120,120,30 with keyway,Standard,None
SSA1-120J32,S45C,1,120,120,32 with keyway,Standard,None
SSA1-120J35,S45C,1,120,120,35 with keyway,Standard,None
SSA1-120J40,S45C,1,120,120,40 with keyway,Standard,None
SSA1-120J45,S45C,1,120,120,45 with keyway,Standard,None
